"nbProvider","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"W_W","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"coeff_radius_max","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
"range_vision_consumer","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400","400"
"Witness","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false"
"W_I","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"[reporter]","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt","utilityIt"
,"3.379777468997133","3.393627512643516","2.7183487492897354","3.3997427704281025","3.8952829861184335","2.9196925495584876","4.914832211640081","3.409057157480998","3.7286947639895494","2.9247033088798666","3.734563916115668","3.461674368150939","3.607798190716158","4.20885298917181","3.5015855522344466","3.8791155566319686","3.1977342398050665","3.8671887736015296","3.644617845758146","4.513168554618127","4.185489003021284","3.4695096301839787","4.102197096014025","3.599872138247545","3.59717334015181","4.774425184285514","3.0444464156764743","2.820891953380105","3.2307523518020784","4.1137598972992615"
,"3.1689035974315902","3.4162968573625623","2.619907420931802","3.2173581067806567","3.7975870649695254","3.4800575072090196","4.647833136178229","3.790533507159212","3.7118774072085694","2.966632867235707","3.6279523099479554","3.4252171075208144","3.917087373460486","4.255320015817506","3.4631472637026115","3.9035452177180225","2.618874755219418","3.807544935045904","3.5051434687638383","4.004119902241093","4.344454304695806","3.788444407852385","3.8692530236667393","3.6339779248548285","3.5849679563141645","4.743048086019425","3.128699078864487","3.0228426437430533","3.555570585472556","4.253199367885855"
,"3.262241115577785","3.74015652242874","2.454693933383579","3.4796804580447467","3.71375001024168","3.458591063917004","4.279500227513504","3.6449866365167107","3.9989816068907014","2.8453163635243937","3.7772079934546006","3.08907428082174","3.4394041193033646","4.136464844775679","3.9016512373147725","4.0518151729845915","3.2245619891921313","3.698590966646131","3.534877659355261","4.744569214307934","4.283538063459379","3.8018397414613947","3.931106656352434","3.740648467337871","3.4913140628263144","4.553546040537367","3.4865473450615756","2.959219595570055","3.5138726424142264","4.1634501126737815"
,"3.760707720910694","3.1223906527147998","2.603985695506984","3.606332954845841","3.7056247990062157","3.054833897083608","4.538212191713174","3.778867445411175","3.8905133974145825","2.896535507257437","4.163794339679154","3.7877871956979736","4.006858124032269","3.630700234593896","3.6998603900662976","3.718131099662833","3.4039374358048478","3.904485263994926","3.89671410284384","4.048672300722866","3.75503876250472","3.600242743398755","4.192422415223071","3.87470566888009","3.860525078936072","4.893383540125467","2.833921399500285","3.125723352911376","3.251968998272121","3.869014368946497"
,"3.5980104303774483","3.2061519410322186","2.7035711732566687","3.431542268277125","4.0092349110146515","3.2378696857477287","4.524056433231834","3.530148615038511","3.6002546929160077","3.1619106206720224","3.686903620741139","3.303544711270786","3.754421262349632","4.197498844877283","3.3681278341160255","3.56445562463036","3.192235833184482","3.835055150201948","3.203512452646914","4.362488504444778","3.7470384817715825","3.692081233487163","3.7336659142898094","4.01007436184522","3.7558630071362296","4.626261235362192","3.0864349093889554","3.3079202977327875","3.4425338738096403","4.298943013337103"
,"3.197165975075134","3.0833292126653067","2.458375388474878","3.39061866830996","3.760904135667644","3.1728621882810484","4.537080891634677","3.6376834392517754","3.9291714902162655","3.289519423167608","3.391868207968092","3.659865601664183","4.168025326534183","4.348876689794406","3.850184906001423","3.7195075067593026","3.815556947322404","4.069567141444394","3.824395512072089","4.239910658497931","4.041080924729931","3.563453096882723","3.798242228072824","4.187372192743004","3.596455425148764","4.9183539461572146","3.112603769653233","3.086315774596538","3.6137299413180988","4.379710732150922"
,"3.6507651400467025","3.644988438295245","2.6157795470869156","3.5486615821924516","3.3305885895547944","3.5389327735954144","4.828889197338822","3.8534925325701512","3.945367617090868","3.1968015855843475","3.6273121744098984","3.6142018559054736","3.7171488403995006","4.255780708806485","3.868691032645638","4.084427184478975","3.4018041876715635","4.073848434772178","3.2847680484885684","4.500364437359292","3.6277883641166873","3.7425356237289833","3.9728972351692025","3.3916026631952847","3.5896143036786388","4.827300326247256","3.1923527541694456","3.0940146721745876","3.622741135227825","4.0729628037474495"
,"3.123289562919074","2.976772751534567","2.465901140354909","3.5373233677411404","3.7090383245317557","3.21008588448105","4.8634632278951155","3.3936451491892945","3.956022053474314","3.1254605345330697","3.916169434229739","3.6185669121638266","3.6865348697814366","4.432618565831209","3.559414143321003","3.870294156609175","3.423107298907956","3.796667984265944","3.6543844388534454","4.402032384446615","4.038444928201615","3.5248595741295765","3.63457041038358","3.332507940836447","3.5022413417633778","4.592310775309168","2.8780084802613244","3.5164494033439837","3.2609244371721022","4.011189721585965"
,"3.490773990339275","2.8894056516847124","2.800853148071701","3.5200618226129734","3.7169103895866398","3.4526664427196336","4.656991434811778","3.477389375098516","3.3553402253924935","3.1921981566112665","4.033099054352479","3.3824011821790143","3.9410761479032645","4.187809434650252","4.012215587590616","3.6311233652767902","3.219358370688937","3.9245151008996966","3.5979855380926082","4.391585509253195","3.627608732634886","3.778782352901933","3.6852559023196947","4.0268097434041925","3.7079248843666557","4.836330473968178","2.8596402439351456","3.1314938165952912","3.5691283923664328","4.293903470613678"
,"2.9931027395547924","3.390685659082059","2.4658862408101974","3.434498531201343","4.104704315552187","3.0161458632866123","4.54659776152747","3.6621580108580383","3.8035477392208565","3.106869932967489","3.7615735509806854","3.5656293942838624","3.541482577767354","4.171769868790632","3.6313926003163046","3.6421248711767267","3.5496604579866964","3.7305201640422854","3.646281035280143","4.425969417970397","4.068071741149216","3.9924390440133593","3.973034996701719","3.8102594320722263","3.5166785877347313","4.674574772149785","2.94040628100419","2.8068763521340108","3.623284437509418","4.308365895155844"
,"3.286037964010249","3.524170791841732","2.6327246876387465","3.2605019043080734","3.8915814663538697","3.028499860975579","4.546262584630519","3.56356637077395","3.7632194606876967","3.3541156935117233","3.745620555162611","3.2331685959399192","3.619947751446084","4.416152651536585","3.521554798258408","3.867928886946257","3.1386686645349093","3.8729739656591136","3.44162922323958","4.402951416882854","3.8638334163657553","3.8504897169322962","3.9524347446914705","4.156180711942693","3.735637345742713","4.675349468283705","2.985745957487548","3.191636637679801","3.3908440417300483","4.171021940326086"
,"3.259520593359119","3.150855308153017","2.614831650728607","3.3001078886723323","4.0161720901301186","2.972289947317549","4.727054404587341","3.392563978736724","3.746075632168013","3.1415709150205013","3.8724779981801776","3.601893193157351","3.927927230984868","4.2531183047779315","3.3281051346117674","3.8736054192553158","3.26854371007087","3.612425460051102","3.5325080093067167","4.458678688566934","4.0736033211206655","3.5180472586292217","4.072460263671383","3.864439199165061","3.73853649506902","4.577311038202484","2.9263448910591037","3.3237871886239696","3.3029333629326536","4.2197606597066"
,"3.3806548457741528","3.3227413779128376","2.297645090593292","3.03588895683746","3.690533763367427","3.2216621759634627","4.371781049078617","3.3544568800310923","3.9432075134744005","3.249453738356203","4.2565489481381285","3.4973883624245015","3.8199116664562953","4.350154793324772","3.91553501806313","3.8184352585001275","3.2956363398247537","3.690307555614128","3.4278166810072115","4.598642558193677","3.7666984663146734","3.7835318214466964","4.355604083974056","3.76491781394607","3.4043865792654904","4.880974091667154","2.9228877766300743","3.0081929676687134","3.750030160302783","4.198856037494566"
,"3.2989504092756547","3.4938083419877444","2.1957302308819906","3.5559376963909655","3.8821643711907328","3.1137344901416024","4.565571535097193","3.5522611993489766","3.568615795660677","2.6200170969129872","3.8571731269756406","3.201950022262945","3.3957202427632938","4.761276959165907","3.972757716466167","3.9754302709413887","3.239566143620093","3.649099836494142","3.630324058393339","4.277435730606366","3.7798586709149777","3.5390508591819736","3.7711550439960875","4.007535831542089","3.8933753585703124","4.793680367986091","3.2140697114449317","2.9094329152121805","3.3777878363175278","4.0256998935741946"
,"3.4345011717741434","3.223251339007572","2.706516130314984","3.611768719129464","3.7879309747412746","3.2696276569573484","4.394746067722537","3.271285958322815","3.812181150289653","2.8429168977706953","3.7783348822994736","3.4609803066810727","3.7575142943435225","4.163324360304576","4.0045691710655555","3.8811426681054626","3.5217832438833905","3.7472399172979274","3.670689014880899","4.258377043609688","4.015022020694351","3.6943203672303717","3.7652950408402406","3.8298854274831133","3.595344059120676","4.824643323292377","2.993830146220048","3.3323195866153563","3.436303564734773","4.018110873120033"
,"3.5735165295601083","3.4524503380612988","2.0452069878327803","3.505669317645057","3.612965208885568","3.285566377207924","4.431253805890459","3.9028532809103726","3.933855823110573","2.8491436507692165","3.5329443384927863","3.587924627594694","3.673524315454832","4.482673041113013","3.7728894290457564","4.09575842438682","3.3193522249490854","3.420156912072696","3.837737837631169","4.61718798232758","3.789848196551356","4.097255601543641","3.9275873300301645","4.046987511181397","3.739375871648639","5.030499327283424","3.240913148746884","2.739640383432895","3.6930585584669475","4.196483934477328"
,"3.452365179420652","3.093220158635927","2.6420183871773686","3.1903133548197165","3.244627853752356","3.471361301781615","4.313834256055144","3.447255335449177","3.7750138467811984","3.1488212325597753","3.9560543753169983","3.3354186828104746","3.676423728175462","4.4161462313347215","3.7418012559031633","3.8235100727987974","3.397107690873601","3.5160193123213705","3.6450122739052326","4.13805852103958","3.9287129088595325","3.739967227202769","3.9396179696444222","3.8754433972987568","3.767368679864259","4.7823074790219655","2.9330508281497187","3.1791509810196614","3.547444051102677","4.161422212639327"
,"3.2058926979412448","3.7189304346536476","2.6476172841332204","3.2687337136255525","3.823965215319288","3.463223923834576","4.69772193144294","3.548040814791781","3.77359483727399","3.1451107731163215","3.8649234023254233","3.7931001119758405","3.6677939077145214","4.541910915504452","3.8506372907176627","3.828751402347043","3.186022435841282","3.565689890971545","3.251082533079206","4.174043232980824","4.026055713338217","3.7180176499261677","3.9658555174581642","3.942781198790645","3.996173427176681","4.415884624184209","3.5455999279818533","2.9648366739472336","3.2865704854650795","4.336292690756349"
,"3.6670310452488515","3.157567262471578","2.9444616706458064","3.352754361245007","3.910338791352679","3.2344515093679744","4.607712753367026","3.6607930720308306","3.8902412794600623","3.1533053391332655","3.7823184330367843","3.262826955851248","3.787474435176775","4.555044975378206","3.6318241832195484","3.548922921014576","3.3394344412743178","3.795831125663949","3.771465703169978","4.157212586407455","3.7684893348041926","3.7594261017972226","3.957109378662441","3.4593655339027816","3.232239234532783","5.083250135244233","3.0615043950349956","3.4885263489776626","3.420192310049819","4.262398404453029"
,"3.489809953862796","3.3288335949993155","2.791928452938987","3.4144067384957104","3.7390852286042717","3.3832407850715","4.589080670972377","3.5222570665817163","3.774836150619892","3.1410534927922997","3.411419717636169","3.348496533968027","3.7371643869726943","4.216819167604964","3.7456044734351766","3.9663075577379936","3.1157863947347746","3.846072217839428","3.2485347477759956","4.66769268994535","3.8678527605568345","3.77794165603827","4.101097602353752","3.631084999121279","3.235143635152651","4.68592590978676","2.746633273492371","2.9567797398894053","3.4920774802611327","4.411837359079297"
,"3.5473235997649555","3.0314446434066338","2.630588893633426","3.6305037729508856","4.004233515410859","3.2970313889264378","4.536488262670497","3.1479444126778664","3.5179833712892266","3.051636099837433","3.6841274933549832","4.098781541535902","3.7145985971324533","4.2977653161739395","3.784933677992542","3.6975191195689425","3.21716447030325","4.1489824135781745","3.076405529219266","4.459182613994802","3.99075407659119","3.9634517449646567","4.123262490772987","3.7570999542006973","3.6930056080506244","4.875842693628372","2.820856865184226","3.3635934061491195","3.580044488518961","4.395679597897301"
,"3.39445675461623","3.1672215835404964","2.4207310553998505","3.681899920467492","3.545734986327073","3.291209162746899","4.54093392809143","3.5714710160640912","3.8208519818437874","3.0875812715337547","3.845818322964492","3.1071066957429605","3.8740714035568438","4.422694735277867","3.77245160312312","3.9990271080787525","3.3055582047593166","4.210436376514089","3.500325031218524","4.4905732128721745","3.8089874235062395","3.6816836001648903","3.9439774838292005","3.4014210469060293","3.652812773060243","5.014435782188253","2.747087939313578","3.0062125804313102","3.580893567793824","3.9085035436501365"
,"3.5565148005551364","3.305165718234944","2.3084943528241246","3.3301734664710225","3.919676502491575","3.0492851984483593","4.399815127163055","3.803565164275455","4.006949467731764","3.300944060769368","3.8755798990266745","3.4315621896811908","3.8424257272766464","4.200307363613961","3.2990269231392335","3.530420212996313","3.3262780516576016","3.7676311418204413","3.7920398271014206","3.979969388730125","3.9524422435223787","3.6151154423878977","3.7336560144522544","3.880415198349096","3.6042741691689026","4.815597375308341","3.4608512434373453","3.1281902159709727","2.9876597702225918","4.097725591290975"
